x,y_ref,y_taylor,abs_err,rel_err,orden
-8,0.000335350130466478,9.16666666666667,9.1663313165362,27333.6148812158,3
-7.984,0.0003407570441497,9.10679458133333,9.10645382428918,26724.1836394395,3
-7.968,0.000346251104331386,9.047177984,9.04683173289567,26127.9505530103,3
-7.952,0.000351833714622847,8.98781636266667,8.98746452895204,25544.6370129318,3
-7.936,0.00035750630121053,8.92870920533333,8.92835169903212,24973.9701616458,3
-7.92,0.000363270313218078,8.869856,8.86949272968678,24415.6827765947,3
-7.904,0.000369127223074147,8.81125623466667,8.81088710744359,23869.5131561016,3
-7.888,0.000375078526886102,8.75290939733333,8.75253431880645,23335.2050075217,3
-7.872,0.000381125744819656,8.694814976,8.69443385025518,22812.5073376223,3
-7.856,0.000387270421484568,8.63697245866667,8.63658518824518,22301.1743451451,3
-7.84,0.000393514126326483,8.57938133333333,8.57898781920701,21800.9653155103,3
-7.824,0.000399858454025012,8.522041088,8.52164122954598,21311.6445176196,3
-7.808,0.000406305024898153,8.46495121066667,8.46454490564177,20832.981102716,3
-7.792,0.000412855485313152,8.40811118933333,8.40769833384802,20364.7490052621,3
-7.776,0.000419511508103905,8.351520512,8.3511010004919,19906.7268457949,3
-7.76,0.000426274792995001,8.29517866666667,8.29475239187367,19458.6978357197,3
-7.744,0.000433147067032512,8.23908514133333,8.2386519942663,19020.4496840051,3
-7.728,0.000440130085021644,8.183239424,8.18279929391498,18591.7745057409,3
-7.712,0.000447225629971335,8.12764100266667,8.1271937770367,18172.4687325224,3
-7.696,0.000454435513545939,8.07228936533333,8.07183492981979,17762.3330246258,3
-7.68,0.000461761576524075,8.017184,8.01672223842348,17361.1721849393,3
-7.664,0.000469205689264784,7.96232439466667,7.9618551889774,16968.7950746146,3
-7.648,0.000476769752181081,7.90771003733333,7.90723326758115,16585.0145304057,3
-7.632,0.000484455696221036,7.853340416,7.85285596030378,16209.6472836618,3
-7.616,0.000492265483356495,7.79921501866667,7.79872275318331,15842.5138809408,3
-7.6,0.000500201107079564,7.74533333333333,7.74483313222625,15483.4386062131,3
-7.584,0.000508264592906966,7.691694848,7.69118658340709,15132.2494046224,3
-7.568,0.000516457998892413,7.63829905066667,7.63778259266777,14788.7778077746,3
-7.552,0.000524783416147098,7.58514542933333,7.58462064591719,14452.8588605231,3
-7.536,0.00053324296936845,7.532233472,7.53170022903063,14124.3310492229,3
-7.52,0.000541838817377269,7.47956266666667,7.47902082784929,13803.036231422,3
-7.504,0.000550573153663379,7.42713250133333,7.42658192817967,13488.819566964,3
-7.488,0.000559448206939925,7.374942464,7.37438301579306,13181.5294504732,3
-7.472,0.000568466241706461,7.32299204266667,7.32242357642496,12881.0174451943,3
-7.456,0.000577629558820946,7.27128072533333,7.27070309577451,12587.1382181608,3
-7.44,0.000586940496080802,7.219808,7.21922105950392,12299.749476666,3
-7.424,0.000596401428813176,7.16857335466667,7.16797695323785,12018.7119060093,3
-7.408,0.00060601477047453,7.11757627733333,7.11697026256286,11743.8891084949,3
-7.392,0.000615782973259732,7.066816256,7.06620047302674,11475.1475436562,3
-7.376,0.000625708528720765,7.01629277866667,7.01566707013795,11212.3564696827,3
-7.36,0.000635793968395228,6.96600533333333,6.96536953936494,10955.3878860251,3
-7.344,0.000646041864444767,6.915953408,6.91530736613556,10704.1164771556,3
-7.328,0.00065645483030359,6.86613649066667,6.86548003583636,10458.4195574603,3
-7.312,0.000667035521337231,6.81655406933333,6.815887033812,10218.1770172418,3
-7.296,0.000677786635511711,6.767205632,6.76652784536449,9983.27126980889,3
-7.28,0.000688710914073256,6.71809066666667,6.71740195575259,9753.5871996332,3
-7.264,0.000699811142238752,6.66920866133333,6.66850885019109,9529.01211155056,3
-7.248,0.000711090149897075,6.620559104,6.6198480138501,9309.43568098683,3
-7.232,0.000722550812321487,6.57214148266667,6.57141893185435,9094.74990518798,3
-7.216,0.000734196050893262,6.52395528533333,6.52322108928244,8884.8490554341,3
-7.2,0.000746028833836697,6.476,6.47525397116616,8679.62963021825,3
-7.184,0.000758052176965719,6.42827511466667,6.4275170624897,8478.99030937071,3
-7.168,0.000770269144442226,6.38078011733333,6.38000984818889,8282.83190910995,3
-7.152,0.000782682849546374,6.333514496,6.33273181315045,8091.05733800194,3
-7.136,0.000795296455458969,6.28647773866667,6.28568244221121,7903.57155380972,3
-7.12,0.000808113176056172,6.23966933333333,6.23886122015728,7720.28152121556,3
-7.104,0.00082113627671668,6.193088768,6.19226763172328,7541.09617039831,3
-7.088,0.000834369075141598,6.14673553066667,6.14590116159153,7365.92635644906,3
-7.072,0.000847814942187182,6.10060910933333,6.09976129439115,7194.68481960823,3
-7.056,0.000861477302710643,6.054708992,6.05384751469729,7027.286146308,3
-7.04,0.000875359636429237,6.00903466666667,6.00815930703024,6863.64673100383,3
-7.024,0.00088946547879281,5.96358562133333,5.96269615585454,6703.68473877947,3
-7.008,0.000903798421870029,5.918361344,5.91745754557813,6547.32006871007,3
-6.992,0.00091836211524849,5.87336132266667,5.87244296055142,6394.4743179682,3
-6.976,0.000933160266948927,5.82858504533333,5.82765188506638,6245.07074665807,3
-6.96,0.000948196644353725,5.784032,5.78308380335565,6099.03424336341,3
-6.944,0.000963475075149958,5.73970167466667,5.73873819959152,5956.29129139467,3
-6.928,0.000978999448287169,5.69559355733333,5.69461455788505,5816.76993572181,3
-6.912,0.000994773714950125,5.651707136,5.65071236228505,5680.39975057882,3
-6.896,0.00101080188954676,5.60804189866667,5.60703109677712,5547.11180772656,3
