t,Context,Euler,RK4,Ref
2.0625,0.164141543026058,0.334263064707407,0.334357996967814,0.334357976770352
2.125,0.164107298927538,0.334076190374429,0.334158202060029,0.334158177931345
2.1875,0.166795016315612,0.333893015608199,0.334042331859674,0.334042304869331
2.25,0.17306138926224,0.333883547390169,0.334201658801111,0.334201631786821
2.3125,0.183735503767956,0.334266023363116,0.334874006089113,0.334873982287841
2.375,0.199488001364462,0.335303679118516,0.336336757499241,0.336336741180055
2.4375,0.220671090250311,0.337293439231341,0.338891046382206,0.338891042029488
2.5,0.247151776468577,0.340544962396006,0.342836231548779,0.342836243006984
2.5625,0.278171365680838,0.345349918350417,0.348435518725015,0.348435548222111
2.625,0.312269683388346,0.351943443757019,0.355875797779836,0.355875845058937
2.6875,0.347309002079101,0.360462066351384,0.365226982645545,0.365227044468113
2.75,0.380618613791067,0.370904439407847,0.376407750865988,0.376407821101323
2.8125,0.409257679268628,0.383102339038293,0.389164973503901,0.389165043893276
2.875,0.430366175151436,0.396708995897636,0.40307290205215,0.403072963552633
2.9375,0.441548718330569,0.411209725722799,0.41755532609879,0.417555370534532
3,0.441221474770755,0.425956216689622,0.431929896851646,0.431929918483144
3.0625,0.42885376996915,0.440221427091244,0.445469495598494,0.445469492219986
3.125,0.40505454700675,0.453267868117714,0.45747196665914,0.457471939944477
3.1875,0.371485425945174,0.464419156426958,0.467327662237603,0.467327617265548
3.25,0.33061861379117,0.473123896910189,0.474574577191888,0.47457452128895
3.3125,0.285389522029549,0.479002438493693,0.4789333157669,0.478933257005133
3.375,0.238812477474209,0.481870457417612,0.480318094216811,0.480318039897672
3.4375,0.193629322004186,0.48173778546545,0.478824441459747,0.478824397029632
3.5,0.152046124843228,0.478785312294916,0.474698154806877,0.47469812323801
3.5625,0.115588188647852,0.473326154088402,0.468292585989127,0.46829256783272
3.625,0.0850757208249932,0.46575897356363,0.460022106047373,0.460022099883035
3.6875,0.0606992340655322,0.456521238191329,0.450318742869686,0.450318746044551
3.75,0.0421596899551874,0.446048651626946,0.439596992952528,0.439597002342883
3.8125,0.028834940002287,0.434744611885803,0.428229342932399,0.42822935557732
3.875,0.0199394155573526,0.422961026514514,0.416532722352255,0.416532735858989
3.9375,0.014654695975034,0.41098970790827,0.404764382296086,0.404764395012111
4,0.0122206070903233,0.399062198034576,0.393124738408753,0.39312474940172
4.0625,0.0119867605013435,0.387355292289141,0.381764487914286,0.381764496835259
4.125,0.0134312479156908,0.375999611936439,0.370793617578535,0.370793624477832
4.1875,0.0161562722444337,0.365089077058156,0.360290518922309,0.360290524073643
4.25,0.0198705416957735,0.354689810415366,0.350310097849042,0.350310101611235
4.3125,0.0243664335839575,0.344847662695872,0.340890354909528,0.340890357636085
4.375,0.0294973860988894,0.335594075335623,0.332057343642245,0.332057345633633
4.4375,0.0351585325810382,0.326950347112565,0.323828675510248,0.323828676997762
4.5,0.041271704957496,0.318930557051613,0.316215858447243,0.31621585959593
4.5625,0.0477747260397848,0.311543458703593,0.309225775776672,0.309225776697112
4.625,0.0546143016068911,0.304793645996593,0.302861576398869,0.30286157716108
4.6875,0.0617416398947039,0.29868223840963,0.297123189034923,0.297123189680514
4.75,0.0691099903621143,0.293207270952748,0.292007614210829,0.292007614762172
4.8125,0.0766734664043197,0.288363918133107,0.287509098271815,0.287509098737822
4.875,0.0843867097381267,0.284144637341717,0.283619257430908,0.283619257810268
4.9375,0.0922051227778318,0.280539286783421,0.280327195948674,0.28032719623075
5,0.100085524160733,0.277535254245054,0.27761964854055,0.277619648705149
5.0625,0.107987172093225,0.275117622809942,0.275481170225839,0.275481170241569
5.125,0.115873156532913,0.273269395352958,0.273894394608801,0.273894394431656
5.1875,0.123712190481552,0.271971799031485,0.272840382030818,0.272840381601478
5.25,0.131480836320454,0.271204692216848,0.272299080527975,0.272299079772329
5.3125,0.139166185693145,0.2709470978551,0.272249923615801,0.27224992243629
5.375,0.146768969377827,0.271177887652949,0.272672588153653,0.272672586457215
5.4375,0.154307004865987,0.271876639249909,0.273547931391251,0.273547929056304
5.5,0.161818793449248,0.273024682077473,0.274859117203231,0.274859114112902
5.5625,0.169366958634314,0.27460633535313,0.276592926025754,0.276592922072491
5.625,0.177041082436395,0.27661032228799,0.278741220076009,0.278741215178374
5.6875,0.184959361475964,0.279031317368765,0.28130250480273,0.281302498924279
5.75,0.193268394343591,0.281871548793239,0.284283490149849,0.284283483321044
5.8125,0.202140355349991,0.285142337539924,0.287700513709672,0.287700506049166
5.875,0.211766840707899,0.288865411701176,0.291580646674421,0.291580638407603
5.9375,0.222348822399883,0.293073795129758,0.295962269012768,0.295962260483128
6,0.234082434121033,0.297812040431946,0.300894880311175,0.300894871981092
6.0625,0.247140747026748,0.303135566301012,0.306437915634565,0.306437908071719
6.125,0.261652250204843,0.309108876543277,0.312658369257779,0.312658363105072
6.1875,0.277677382296309,0.315802489789102,0.319627098501107,0.319627094429829
6.25,0.295185088010469,0.323288498376712,0.327413786349346,0.32741378499755
6.3125,0.314031895391337,0.331634800803094,0.336080680610357,0.336080682511936
6.375,0.333946316143633,0.340898206739956,0.345675388186925,0.345675393698365
6.4375,0.354521360936369,0.35111678253831,0.356223168424635,0.356223177659769
6.5,0.375217563989037,0.362301968142511,0.367719317431443,0.367719330213366
6.5625,0.395378107099647,0.374431129387372,0.380122341547799,0.380122357388156
6.625,0.414256468566563,0.387441288287745,0.393348660111232,0.393348678222299
6.6875,0.431055612219043,0.401224777314163,0.407269538312661,0.407269557655773
6.75,0.444976250652663,0.415627478786785,0.421710822818945,0.421710842185541
6.8125,0.455270376164963,0.43045013574049,0.436455840734265,0.436455858853008
6.875,0.461295267549546,0.44545296750891,0.45125154434338,0.451251560000161
6.9375,0.46256273069039,0.460363516496103,0.46581766965342,0.465817681810712
7,0.458778525229247,0.474887327273749,0.479858363895708,0.479858371794761
7.0625,0.449867782328967,0.488720756123272,0.493075466437054,0.493075469671027
7.125,0.435983639404846,0.50156496888998,0.505182435931657,0.505182434478691
7.1875,0.417498122841469,0.513140041074971,0.515917831280507,0.515917825495069
7.25,0.394976250652663,0.52319804746897,0.525057287978468,0.525057278540503
7.3125,0.369136132169224,0.531534124151356,0.532423081006068,0.532423068839594
7.375,0.34079926265175,0.537994691032203,0.537890610731701,0.537890596899202
7.4375,0.310836063421303,0.542482310853181,0.541391456631045,0.541391442228004
7.5,0.280111912359521,0.544956992602851,0.542912974787774,0.542912960828457
7.5625,0.249438459323817,0.545434081106482,0.54249472779382,0.542494715149469
7.625,0.219534035580096,0.543979169779643,0.540222293670936,0.540222282972199
7.6875,0.190995625632434,0.540700697947785,0.536219177826532,0.536219169484627
7.75,0.164283388572975,0.535741027738944,0.530637636016163,0.530637630192017
7.8125,0.139717305686487,0.529266832407913,0.523649207688412,0.523649204329762
7.875,0.117484366171375,0.521459575500571,0.515435670804125,0.515435669685992
7.9375,0.0976538985153856,0.512506736651889,0.506180982711258,0.5061809834902
8,0.0801982572622706,0.502594269788729,0.496064592674186,0.496064594941102
8.0625,0.0650160643157351,0.491900589936723,0.485256325925285,0.485256329255113
8.125,0.0519555101704057,0.480592200520934,0.473912868697881,0.473912872688493
8.1875,0.0408357423545719,0.468820913640305,0.462175744610147,0.462175748910652
8.25,0.0314649954685721,0.456722493986206,0.450170573884897,0.450170578211225
8.3125,0.0236547484804384,0.444416478265923,0.438007350234534,0.438007354375066
8.375,0.0172297518984749,0.43200688510014,0.425781452205294,0.425781456017616
8.4375,0.0120342005486,0.419583529434416,0.413575118912681,0.413575122315061
8.5,0.00793461658493039,0.407223681673878,0.401459155059493,0.401459158018937
8.5625,0.00482015633553601,0.394993855158127,0.389494677387004,0.389494679906667
8.625,0.0026010852807834,0.382951556955407,0.37773476588144,0.377734767988589
8.6875,0.00120610887809872,0.371146888630599,0.36622593167387,0.366225933409744
8.75,0.000579136240868319,0.359623930165774,0.355009355370385,0.355009356782203
8.8125,0.000675918775531276,0.348421878363148,0.344121882362674,0.344121883497997
8.875,0.00146087024647912,0.33757593958777,0.333596785048203,0.333596785951331
8.9375,0.00290425417765691,0.327117995866057,0.323464316607629,0.323464317317664
9,0.00497982751714759,0.317077074381347,0.313752088536692,0.31375208908686
9.0625,0.00766295863558983,0.307479655026751,0.304485306286887,0.304485306704648
9.125,0.0109291913637367,0.29834985072189,0.295686895873586,0.29568689618126
9.1875,0.0147532008312126,0.289709492347064,0.28737755066372,0.28737755087928
9.25,0.0191080763151575,0.281578145763169,0.279575722926805,0.279575723064772
9.3125,0.0239648661967926,0.273973083477768,0.272297579944629,0.272297580016823
9.375,0.0292923262221019,0.266909228756387,0.265556940038338,0.265556940054597
9.4375,0.0350568213228655,0.260399085746631,0.259365200052388,0.259365200021045
9.5,0.0412223410358613,0.254452665649728,0.253731262721945,0.253731262650297
9.5625,0.0477505976949415,0.249077416162915,0.248661469920279,0.248661469814801
9.625,0.0546011843707276,0.244278159263758,0.244159545950386,0.244159545817022
9.6875,0.0617317757700056,0.240057040809936,0.240226553701133,0.240226553545321
9.75,0.0690983600412824,0.236413494270251,0.236860865522087,0.23686086534898
9.8125,0.0766554928713554,0.233344220076886,0.234058149984785,0.234058149799113
9.875,0.0843565676595101,0.230843181503943,0.231811375211078,0.231811375017439
9.9375,0.0921540971754456,0.228901617560664,0.23011082909941,0.230110828901866
10,0.100000003164345,0.227508073085359,0.228944156522087,0.228944156324858
