t,Context,Euler,RK4,Ref
0,0.1,0.3,0.3,0.3
0.125,0.115643446504025,0.29375,0.294900925195802,0.294900924513736
0.25,0.130901699437524,0.289846055813003,0.291986642519963,0.291986641440134
0.375,0.145399049974383,0.288093389754381,0.29105496337128,0.291054962136016
0.5,0.158778525234802,0.28826243414153,0.291871478532852,0.291871477341825
0.625,0.17071067818223,0.290093347662035,0.294174324505597,0.294174323515727
0.75,0.180901700079586,0.293301348205936,0.297679686802215,0.297679686128059
0.875,0.189100658141734,0.297582726453014,0.302087901142004,0.302087900855775
1,0.195105696643585,0.302621388317417,0.307089999886311,0.307090000012571
1.125,0.19876914651909,0.308095763628026,0.31237454589952,0.312374546380938
1.25,0.200001914046957,0.313685921716161,0.317634619139655,0.317634619681357
1.375,0.198779181299603,0.319080790864771,0.322574954843325,0.322574954345159
1.5,0.19515501555115,0.323985639098173,0.326919757592122,0.326919752478389
1.625,0.189308482291699,0.328130913598431,0.330423391476219,0.330423371873337
1.75,0.181673881091986,0.331286291784991,0.332890433118507,0.332890376720383
1.875,0.173242564289649,0.333290133684928,0.334219811293896,0.334219679135641
2,0.166104780784741,0.334114820865826,0.334497360997667,0.334497107438534
2.125,0.164107298927538,0.333995742159804,0.334158565617476,0.334158177931345
2.25,0.17306138926224,0.333634420640759,0.334202068959883,0.334201631786821
2.375,0.199488001364462,0.334414943008491,0.336337009266311,0.336336741180055
2.5,0.247151776468577,0.338450009241018,0.34283606390593,0.342836243006984
2.625,0.312269683388346,0.348190855722027,0.355875084796931,0.355875845058937
2.75,0.380618613791067,0.365462637662944,0.37640668546245,0.376407821101323
2.875,0.430366175151436,0.390198549532893,0.403071967063543,0.403072963552633
3,0.441221474770755,0.419606912081017,0.431929568842333,0.431929918483144
3.125,0.40505454700675,0.448534164422297,0.457472375789889,0.457471939944477
3.25,0.33061861379117,0.471132597521748,0.47457543000427,0.47457452128895
3.375,0.238812477474209,0.483014136900535,0.48031892003772,0.480318039897672
3.5,0.152046124843228,0.482677313028527,0.474698631623013,0.47469812323801
3.625,0.0850757208249932,0.471515746569648,0.460022195783822,0.460022099883035
3.75,0.0421596899551874,0.452680477512169,0.439596847570214,0.439597002342883
3.875,0.0199394155573526,0.429657908912057,0.41653251621917,0.416532735858989
4,0.0122206070903233,0.405296716549723,0.393124571467675,0.39312474940172
4.125,0.0134312479156908,0.381493247651655,0.370793512886154,0.370793624477832
4.25,0.0198705416957735,0.359328825662888,0.350310040442939,0.350310101611235
4.375,0.0294973860988894,0.339354591770929,0.332057312794943,0.332057345633633
4.5,0.041271704957496,0.321832103047608,0.316215840247568,0.31621585959593
4.625,0.0546143016068911,0.306876559726819,0.302861564071597,0.30286157716108
4.75,0.0691099903621143,0.294523562444754,0.292007605166231,0.292007614762172
4.875,0.0843867097381267,0.284754588587221,0.283619251097293,0.283619257810268
5,0.100085524160733,0.277505765517786,0.277619645549221,0.277619648705149
5.125,0.115873156532913,0.272672345693016,0.273894396842465,0.273894394431656
5.25,0.131480836320454,0.270114468653816,0.272299091514489,0.272299079772329
5.375,0.146768969377827,0.26966741890301,0.272672613317246,0.272672586457215
5.5,0.161818793449248,0.2711593263938,0.274859163363049,0.274859114112902
5.625,0.177041082436395,0.274439217675344,0.278741293503641,0.278741215178374
5.75,0.193268394343591,0.279416901875184,0.284283592814252,0.284283483321044
5.875,0.211766840707899,0.286111894800934,0.291580771284501,0.291580638407603
6,0.234082434121033,0.294700756464363,0.300895006266084,0.300894871981092
6.125,0.261652250204843,0.305542263450469,0.312658462802681,0.312658363105072
6.25,0.295185088010469,0.31915240326042,0.327413807806365,0.32741378499755
6.375,0.333946316143633,0.336103514057953,0.345675306220812,0.345675393698365
6.5,0.375217563989037,0.356840333947285,0.367719125665703,0.367719330213366
6.625,0.414256468566563,0.381440008574209,0.393348387739427,0.393348678222299
6.75,0.444976250652663,0.409382066609142,0.421710531423484,0.421710842185541
6.875,0.461295267549546,0.439417718777653,0.451251309119871,0.451251560000161
7,0.458778525229247,0.469616019797743,0.479858246175301,0.479858371794761
7.125,0.435983639404846,0.49761233421404,0.505182459811967,0.505182434478691
7.25,0.394976250652663,0.521009518251268,0.525057432592541,0.525057278540503
7.375,0.34079926265175,0.537818454692147,0.537890821479333,0.537890596899202
7.5,0.280111912359521,0.546804709105356,0.542913186865859,0.542912960828457
7.625,0.219534035580096,0.547643403831212,0.540222455750044,0.540222282972199
7.75,0.164283388572975,0.540857445539273,0.530637723770438,0.530637630192017
7.875,0.117484366171375,0.52758927876469,0.515435686979886,0.515435669685992
8,0.0801982572622706,0.509300494613319,0.496064557454449,0.496064594941102
8.125,0.0519555101704057,0.48749399585777,0.473912807347867,0.473912872688493
8.25,0.0314649954685721,0.46352005988796,0.450170507452955,0.450170578211225
8.375,0.0172297518984749,0.438483180578534,0.425781393543519,0.425781456017616
8.5,0.00793461658493039,0.413231700779685,0.40145910927683,0.401459158018937
8.625,0.0026010852807834,0.388396546554071,0.377734732962367,0.377734767988589
8.75,0.000579136240868319,0.36444689805454,0.355009332951736,0.355009356782203
8.875,0.00146087024647912,0.34174135895624,0.33359677033069,0.333596785951331
9,0.00497982751714759,0.320565132802284,0.313752079192788,0.31375208908686
9.125,0.0109291913637367,0.301152290441785,0.295686890258226,0.29568689618126
9.25,0.0191080763151575,0.283696421209641,0.279575719959772,0.279575723064772
9.375,0.0292923262221019,0.268353904423433,0.265556939009133,0.265556940054597
9.5,0.0412223410358613,0.255243326174731,0.253731263130489,0.253731262650297
9.625,0.0546011843707276,0.244443410918293,0.244159547408323,0.244159545817022
9.75,0.0690983600412824,0.235990845782241,0.236860867702181,0.23686086534898
9.875,0.0843565676595101,0.229878712926011,0.231811377825469,0.231811375017439
10,0.100000003164345,0.226055864325574,0.228944159314952,0.228944156324858
