threshold,Precision,Recall,F1
0.619553404365045,1,0.78,0.876404494382023
0.621271719624136,1,0.77,0.870056497175141
0.623033408624632,1,0.76,0.863636363636364
0.623515076343213,1,0.75,0.857142857142857
0.62450716808303,1,0.74,0.850574712643678
0.625769816274014,1,0.73,0.84393063583815
0.633310932929861,1,0.72,0.837209302325581
0.638439811853311,1,0.71,0.830409356725146
0.656103384606523,1,0.7,0.823529411764706
0.656640797769432,1,0.69,0.816568047337278
0.669655907521398,1,0.68,0.80952380952381
0.675628485962205,1,0.67,0.802395209580838
0.675855295839264,1,0.66,0.795180722891566
0.677441559772875,1,0.65,0.787878787878788
0.679503394170022,1,0.64,0.780487804878049
0.680394651219267,1,0.63,0.773006134969325
0.680758148941174,1,0.62,0.765432098765432
0.682262484338117,1,0.61,0.757763975155279
0.683512098079096,1,0.6,0.75
0.687585565178369,1,0.59,0.742138364779874
0.689775755391451,1,0.58,0.734177215189873
0.691750557462904,1,0.57,0.726114649681529
0.693694512681034,1,0.56,0.717948717948718
0.696994870380373,1,0.55,0.709677419354839
0.699315067189665,1,0.54,0.701298701298701
0.703255746416497,1,0.53,0.69281045751634
0.707735909113042,1,0.52,0.684210526315789
0.708593113317542,1,0.51,0.675496688741722
0.710487471601649,1,0.5,0.666666666666667
0.718733102457894,1,0.49,0.657718120805369
0.719781105346436,1,0.48,0.648648648648649
0.721567008640374,1,0.47,0.639455782312925
0.729158437398418,1,0.46,0.63013698630137
0.729387146709666,1,0.45,0.620689655172414
0.731285859663743,1,0.44,0.611111111111111
0.731876523985898,1,0.43,0.601398601398601
0.73192067391655,1,0.42,0.591549295774648
0.73251905394562,1,0.41,0.581560283687943
0.734262446653865,1,0.4,0.571428571428572
0.737137881276006,1,0.39,0.561151079136691
0.748819390985994,1,0.38,0.550724637681159
0.748889377031179,1,0.37,0.54014598540146
0.75376671395461,1,0.36,0.529411764705882
0.755252702111222,1,0.35,0.518518518518518
0.762770728752873,1,0.34,0.507462686567164
0.767149713360808,1,0.33,0.496240601503759
0.769662441584961,1,0.32,0.484848484848485
0.77147429038261,1,0.31,0.473282442748092
0.771723865132884,1,0.3,0.461538461538462
0.7722254032225,1,0.29,0.449612403100775
0.772540422494611,1,0.28,0.4375
0.772688513338324,1,0.27,0.425196850393701
0.774807678370398,1,0.26,0.412698412698413
0.783508816507268,1,0.25,0.4
0.786217332036812,1,0.24,0.387096774193548
0.788839563175764,1,0.23,0.373983739837398
0.788861042542072,1,0.22,0.360655737704918
0.803469300991786,1,0.21,0.347107438016529
0.809326566903948,1,0.2,0.333333333333333
0.810061021788087,1,0.19,0.319327731092437
0.81092732976144,1,0.18,0.305084745762712
0.811735613881447,1,0.17,0.290598290598291
0.837029854009523,1,0.16,0.275862068965517
0.840903448980048,1,0.15,0.260869565217391
0.841719241342961,1,0.14,0.245614035087719
0.841931015064255,1,0.13,0.230088495575221
0.84383802928151,1,0.12,0.214285714285714
0.848969760778546,1,0.11,0.198198198198198
0.853263030828475,1,0.1,0.181818181818182
0.854421189550395,1,0.09,0.165137614678899
0.858769908997406,1,0.08,0.148148148148148
0.863023528916473,1,0.07,0.130841121495327
0.883388501459509,1,0.06,0.113207547169811
0.935045722400204,1,0.05,0.0952380952380952
0.958549125261624,1,0.04,0.0769230769230769
0.976943702988488,1,0.03,0.058252427184466
1,1,0.02,0.0392156862745098
